1477010443000000, 0, 
1477010443100000, 0.53666, 
1477010443200000, 0.4005, 
1477010443300000, 0.0976289, 
1477010443400000, 0.0195623, 
1477010443500000, 0.963032, 
1477010443600000, 2.59209, 
1477010443700000, 0.272952, 
1477010443800000, 10.9186, 
1477010443900000, 3.30674, 
1477010444000000, 1.94574, 
1477010444100000, 3.70337, 
1477010444200000, 0.142181, 
1477010444300000, 2.54515, 
1477010444400000, 0.43301, 
1477010444500000, 0.246998, 
1477010444600000, 0.743017, 
1477010444700000, 0.635055, 
1477010444800000, 3.1749, 
1477010444900000, 1.1723, 
1477010445000000, 0.998348, 
1477010445100000, 2.13467, 
1477010445200000, 0.238946, 
1477010445300000, 0.613553, 
1477010445400000, 3.27117, 
1477010445500000, 2.55139, 
1477010445600000, 0.912723, 
1477010445700000, 0.590457, 
1477010445800000, 2.41458, 
1477010445900000, 0.845604, 
1477010446000000, 0.420049, 
1477010446100000, 0.267642, 
1477010446200000, 0.328154, 
1477010446300000, 0.49404, 
1477010446400000, 0.755504, 
1477010446500000, 0.118094, 
1477010446600000, 1.28028, 
1477010446700000, 1.07318, 
1477010446800000, 0.967596, 
1477010446900000, 1.30883, 
1477010447000000, 3.60777, 
1477010447100000, 1.98023, 
1477010447200000, 1.2753, 
1477010447300000, 3.01058, 
1477010447400000, 3.9694, 
1477010447500000, 3.48865, 
1477010447600000, 1.27668, 
1477010447700000, 1.21505, 
1477010447800000, 2.21742, 
1477010447900000, 0.011192, 
1477010448000000, 4.94723, 
1477010448100000, 0.953353, 
1477010448200000, 1.9913, 
1477010448300000, 0.877005, 
1477010448400000, 1.45611, 
1477010448500000, 0.431391, 
1477010448600000, 1.09024, 
1477010448700000, 2.25374, 
1477010448800000, 3.04209, 
1477010448900000, 0.235074, 
1477010449000000, 0.346555, 
1477010449100000, 0.492565, 
1477010449200000, 2.11056, 
1477010449300000, 3.60436, 
1477010449400000, 1.04067, 
1477010449500000, 1.07184, 
1477010449600000, 0.625892, 
1477010449700000, 0.211063, 
1477010449800000, 2.75886, 
1477010449900000, 0.749937, 
1477010450000000, 0.700537, 
1477010450100000, 1.06786, 
1477010450200000, 2.01568, 
1477010450300000, 0.595832, 
1477010450400000, 0.680078, 
1477010450500000, 1.38897, 
1477010450600000, 0.269102, 
1477010450700000, 2.22392, 
1477010450800000, 0.131536, 
1477010450900000, 1.89516, 
1477010451000000, 0.620418, 
1477010451100000, 0.367397, 
1477010451200000, 3.84297, 
1477010451300000, 1.35934, 
1477010451400000, 0.409033, 
1477010451500000, 3.46524, 
1477010451600000, 3.14019, 
1477010451700000, 0.124021, 
1477010451800000, 2.73232, 
1477010451900000, 0.19046, 
1477010452000000, 0.121389, 
1477010452100000, 0.292859, 
1477010452200000, 2.34135, 
1477010452300000, 2.01003, 
1477010452400000, 0.655563, 
1477010452500000, 1.03247, 
1477010452600000, 1.33325, 
1477010452700000, 2.82076, 
1477010452800000, 1.16862, 
1477010452900000, 6.24818, 
1477010453000000, 0.0149732, 
1477010453100000, 0.506948, 
1477010453200000, 2.24765, 
1477010453300000, 1.695, 
1477010453400000, 0.611969, 
1477010453500000, 1.80057, 
1477010453600000, 0.637282, 
1477010453700000, 0.598597, 
1477010453800000, 4.56572, 
1477010453900000, 0.955358, 
1477010454000000, 3.90426, 
1477010454100000, 0.38477, 
1477010454200000, 0.431539, 
1477010454300000, 4.55564, 
1477010454400000, 2.5921, 
1477010454500000, 0.851964, 
1477010454600000, 2.17338, 
1477010454700000, 0.857891, 
1477010454800000, 3.79317, 
1477010454900000, 0.0803962, 
1477010455000000, 1.03314, 
1477010455100000, 0.758413, 
1477010455200000, 0.359483, 
1477010455300000, 2.18762, 
1477010455400000, 0.137976, 
1477010455500000, 2.10669, 
1477010455600000, 0.779612, 
1477010455700000, 2.07914, 
1477010455800000, 1.95275, 
1477010455900000, 0.970187, 
1477010456000000, 0.0195142, 
1477010456100000, 1.24456, 
1477010456200000, 0.492903, 
1477010456300000, 1.14855, 
1477010456400000, 5.48384, 
1477010456500000, 3.72233, 
1477010456600000, 1.5405, 
1477010456700000, 1.97669, 
1477010456800000, 1.16142, 
1477010456900000, 3.22563, 
1477010457000000, 0.686121, 
1477010457100000, 0.578382, 
1477010457200000, 0.459298, 
1477010457300000, 2.31855, 
1477010457400000, 1.49348, 
1477010457500000, 4.99574, 
1477010457600000, 0.530514, 
1477010457700000, 1.15963, 
1477010457800000, 0.230216, 
1477010457900000, 1.99507, 
1477010458000000, 0.0510104, 
1477010458100000, 3.62765, 
1477010458200000, 0.805698, 
1477010458300000, 0.735487, 
1477010458400000, 3.787, 
1477010458500000, 3.46627, 
1477010458600000, 3.17013, 
1477010458700000, 2.75115, 
1477010458800000, 0.472597, 
1477010458900000, 1.52886, 
1477010459000000, 4.49609, 
1477010459100000, 1.66952, 
1477010459200000, 1.15062, 
1477010459300000, 0.83193, 
1477010459400000, 1.78187, 
1477010459500000, 5.30792, 
1477010459600000, 2.11692, 
1477010459700000, 0.532689, 
1477010459800000, 1.71371, 
1477010459900000, 0.499707, 
1477010460000000, 0.218392, 
1477010460100000, 1.87543, 
1477010460200000, 0.28966, 
1477010460300000, 3.13415, 
1477010460400000, 1.36319, 
1477010460500000, 13.9145, 
1477010460600000, 0.814831, 
1477010460700000, 1.00828, 
1477010460800000, 1.09646, 
1477010460900000, 0.0301392, 
1477010461000000, 1.64206, 
1477010461100000, 6.76034, 
1477010461200000, 2.25724, 
1477010461300000, 0.779815, 
1477010461400000, 2.20393, 
1477010461500000, 3.06594, 
1477010461600000, 5.16604, 
1477010461700000, 2.93413, 
1477010461800000, 0.320327, 
1477010461900000, 0.584164, 
1477010462000000, 0.581265, 
1477010462100000, 0.456723, 
1477010462200000, 1.5428, 
1477010462300000, 4.19857, 
1477010462400000, 1.5355, 
1477010462500000, 5.4769, 
1477010462600000, 0.805711, 
1477010462700000, 1.35915, 
1477010462800000, 0.0111272, 
1477010462900000, 0.806787, 
1477010463000000, 2.50993, 
1477010463100000, 0.983217, 
1477010463200000, 2.47367, 
1477010463300000, 0.373009, 
1477010463400000, 0.612059, 
1477010463500000, 0.717397, 
1477010463600000, 0.271033, 
1477010463700000, 1.4906, 
1477010463800000, 0.327596, 
1477010463900000, 3.6162, 
1477010464000000, 2.18634, 
1477010464100000, 0.387647, 
1477010464200000, 1.01794, 
1477010464300000, 1.209, 
1477010464400000, 0.0609023, 
1477010464500000, 0.042384, 
1477010464600000, 4.66379, 
1477010464700000, 0.994633, 
1477010464800000, 0.320989, 
1477010464900000, 2.12277, 
1477010465000000, 0.0447658, 
1477010465100000, 4.41737, 
1477010465200000, 3.18842, 
1477010465300000, 1.47901, 
1477010465400000, 0.492392, 
1477010465500000, 0.493858, 
1477010465600000, 6.30269, 
1477010465700000, 0.773811, 
1477010465800000, 2.50418, 
1477010465900000, 0.43865, 
1477010466000000, 0.482163, 
1477010466100000, 1.14394, 
1477010466200000, 1.60293, 
1477010466300000, 2.09605, 
1477010466400000, 0.181598, 
1477010466500000, 2.08822, 
1477010466600000, 7.89384, 
1477010466700000, 0.538092, 
1477010466800000, 4.04086, 
1477010466900000, 1.74872, 
1477010467000000, 2.18674, 
1477010467100000, 0.628438, 
1477010467200000, 2.66172, 
1477010467300000, 1.08674, 
1477010467400000, 2.13509, 
1477010467500000, 0.834002, 
1477010467600000, 1.22648, 
1477010467700000, 3.64536, 
1477010467800000, 7.12154, 
1477010467900000, 0.753782, 
